Rk,Player,Tm,FantPos,Age,Games_G,Games_GS,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Fumbles_Fmb,Fumbles_FL,Scoring_TD,Scoring_2PM,Scoring_2PP,Fantasy_FantPt,Fantasy_PPR,Fantasy_DKPt,Fantasy_FDPt,Fantasy_VBD,Fantasy_PosRank,Fantasy_OvRank,FirstTeamAllPro,SelectedToProBowl,Passing_Cmp_pass,Passing_Att_pass,Air Yards_IAY,Air Yards_IAY/PA,Air Yards_CAY,Air Yards_CAY/Cmp,Air Yards_CAY/PA,Air Yards_YAC,Air Yards_YAC/Cmp,Accuracy_Bats,Accuracy_ThAwy,Accuracy_Spikes,Accuracy_Drops,Accuracy_Drop%,Accuracy_BadTh,Accuracy_Bad%,Accuracy_OnTgt,Accuracy_OnTgt%,Pressure_PktTime,Pressure_Bltz,Pressure_Hrry,Pressure_Hits,Pressure_Prss,Pressure_Prss%,Pressure_Scrm,Pressure_Yds/Scr,RPO_Plays,RPO_Yds,RPO_PassAtt,RPO_PassYds,RPO_RushAtt,RPO_RushYds,PlayAction_PassAtt,PlayAction_PassYds,Rushing_Att_rush,Rushing_Yds_rush,Rushing_1D,Rushing_YBC,Rushing_YBC/Att,Rushing_YAC,Rushing_YAC/Att,Rushing_BrkTkl,Rushing_Att/Br,Receiving_Tgt_rec,Receiving_Rec_rec,Receiving_Yds_rec,Receiving_1D,Receiving_YBC,Receiving_YBC/R,Receiving_YAC,Receiving_YAC/R,Receiving_ADOT,Receiving_BrkTkl,Receiving_Rec/Br,Receiving_Drop,Receiving_Drop%,Receiving_Int,Receiving_Rat,Awards,Year
215,Diontae Johnson,3TM,WR,28,12,8,0,0,0,0,0,2,6,3.00,0,67,33,375,11.36,3,0,0,3,,,56,89.1,92.1,72.6,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,1.0,6.0,3.0,0.0,0.0,0.0,,67.0,33.0,375.0,21.0,284.0,8.6,91.0,2.8,10.9,1.0,33.0,3.0,4.5,5.0,50.3,,2024
216,Jeremy McNichols,WAS,RB,29,17,1,0,0,0,0,0,55,261,4.75,4,12,9,27,3.00,0,0,0,4,1,,55,63.8,66.8,59.3,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,261.0,15.0,97.0,1.8,164.0,3.0,7.0,7.9,12.0,9.0,27.0,1.0,-6.0,-0.7,33.0,3.7,1.6,0.0,,0.0,0.0,0.0,77.1,,2024
217,Greg Dortch,ARI,WR,26,17,4,0,0,0,0,0,5,31,6.20,0,50,37,342,9.24,3,3,1,3,,,53,90.3,94.3,71.8,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,31.0,1.0,24.0,4.8,7.0,1.4,0.0,,50.0,37.0,342.0,16.0,48.0,1.3,294.0,7.9,4.1,5.0,7.4,3.0,6.0,0.0,112.2,,2024
218,David Moore,CAR,WR,29,17,5,0,0,0,0,0,1,0,0.00,0,57,32,351,10.97,3,0,0,3,,,53,85.1,88.1,69.1,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.0,32.0,351.0,18.0,291.0,9.1,60.0,1.9,10.8,1.0,32.0,4.0,7.0,0.0,92.1,,2024
219,Samaje Perine,KAN,RB,29,17,0,0,0,0,0,0,20,92,4.60,1,35,28,322,11.50,1,0,0,2,,,53,81.4,84.4,67.4,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,92.0,7.0,54.0,2.7,38.0,1.9,0.0,,35.0,28.0,322.0,15.0,9.0,0.3,313.0,11.2,0.3,3.0,9.3,1.0,2.9,0.0,114.5,,2024
220,Miles Sanders,CAR,RB,27,11,2,0,0,0,0,0,55,205,3.73,2,30,24,148,6.17,1,1,0,3,,,53,77.3,83.3,65.3,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,205.0,12.0,124.0,2.3,81.0,1.5,2.0,27.5,30.0,24.0,148.0,5.0,-2.0,-0.1,150.0,6.3,1.4,1.0,24.0,0.0,0.0,1.0,84.4,,2024
221,Raheem Mostert,MIA,RB,32,13,1,0,0,0,0,0,85,278,3.27,2,23,19,161,8.47,0,2,2,2,,,52,70.9,78.9,61.4,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,278.0,13.0,143.0,1.7,135.0,1.6,1.0,85.0,23.0,19.0,161.0,10.0,15.0,0.8,146.0,7.7,0.6,2.0,9.5,0.0,0.0,0.0,95.8,,2024
222,Malik Willis,GNB,QB,25,7,2,40,54,550,3,0,20,138,6.90,1,0,0,0,,0,1,1,1,,,52,51.8,58.8,51.8,,44,,,,40.0,54.0,414.0,7.7,276.0,6.9,5.1,274.0,6.9,1.0,1.0,0.0,3.0,5.7,7.0,13.2,43.0,81.1,2.3,16.0,2.0,2.0,12.0,17.4,7.0,11.3,14.0,73.0,9.0,47.0,4.0,26.0,19.0,188.0,20.0,138.0,6.0,90.0,4.5,48.0,2.4,3.0,6.7,,,,,,,,,,,,,,,,,2024
223,Jordan Akins,CLE,TE,32,17,6,0,0,0,0,0,0,0,,0,58,40,390,9.75,2,1,0,2,,,51,91.0,94.0,71.0,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,40.0,390.0,20.0,213.0,5.3,177.0,4.4,6.0,1.0,40.0,1.0,1.7,1.0,91.9,,2024
224,Noah Brown,WAS,WR,28,11,9,0,0,0,0,0,0,0,,0,56,35,453,12.94,1,0,0,1,,,51,86.3,89.3,68.8,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,35.0,453.0,21.0,370.0,10.6,83.0,2.4,11.4,0.0,,4.0,7.1,1.0,86.4,,2024
225,Brenton Strange,JAX,TE,24,17,10,0,0,0,0,0,0,0,,0,53,40,411,10.28,2,1,1,2,,,51,91.1,95.1,71.1,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,40.0,411.0,21.0,228.0,5.7,183.0,4.6,6.4,3.0,13.3,3.0,5.7,0.0,109.9,,2024
226,Cedric Tillman,CLE,WR,24,11,6,0,0,0,0,0,1,-5,-5.00,0,49,29,339,11.69,3,1,1,3,1,,51,80.4,84.4,65.9,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-5.0,0.0,-5.0,-5.0,0.0,0.0,0.0,,49.0,29.0,339.0,15.0,235.0,8.1,104.0,3.6,11.1,4.0,7.3,3.0,6.1,2.0,83.6,,2024
227,AJ Barner,SEA,TE,22,17,6,0,0,0,0,0,0,0,,0,38,30,245,8.17,4,0,0,4,,,49,78.5,81.5,63.5,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,30.0,245.0,18.0,81.0,2.7,164.0,5.5,3.6,1.0,30.0,3.0,7.9,1.0,117.7,,2024
228,Sterling Shepard,TAM,WR,31,14,5,0,0,0,0,0,8,69,8.63,0,51,32,334,10.44,1,0,0,1,1,,48,80.3,83.3,64.3,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,69.0,4.0,48.0,6.0,21.0,2.6,1.0,8.0,51.0,32.0,334.0,16.0,235.0,7.3,99.0,3.1,9.3,1.0,32.0,4.0,7.8,0.0,88.2,,2024
229,Kenneth Gainwell,PHI,RB,25,17,1,0,0,0,0,0,75,290,3.87,1,22,16,116,7.25,0,0,0,1,,,47,62.6,68.6,54.6,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,290.0,12.0,162.0,2.2,128.0,1.7,3.0,25.0,22.0,16.0,116.0,5.0,8.0,0.5,108.0,6.8,1.0,4.0,4.0,0.0,0.0,0.0,84.7,,2024
230,Ezekiel Elliott,DAL,RB,29,15,2,0,0,0,0,0,74,226,3.05,3,15,12,69,5.75,0,1,1,3,,,46,57.5,61.5,51.5,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,226.0,14.0,115.0,1.6,111.0,1.5,2.0,37.0,15.0,12.0,69.0,3.0,-28.0,-2.3,97.0,8.1,-1.8,1.0,12.0,0.0,0.0,0.0,85.8,,2024
231,T.J. Hockenson,MIN,TE,27,10,9,0,0,0,0,0,0,0,,0,62,41,455,11.10,0,0,0,0,,,46,86.5,89.5,66.0,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,41.0,455.0,30.0,310.0,7.6,145.0,3.5,8.4,1.0,41.0,2.0,3.2,2.0,74.3,AP CPoY-19,2024
232,Marcus Mariota,WAS,QB,31,3,0,34,44,364,4,0,18,92,5.11,1,0,0,0,,0,0,0,1,,,46,45.8,48.8,45.8,,45,,,,34.0,44.0,408.0,9.3,257.0,7.6,5.8,107.0,3.1,0.0,1.0,1.0,2.0,4.8,3.0,7.1,37.0,88.1,2.5,17.0,5.0,2.0,10.0,19.6,4.0,6.3,15.0,148.0,9.0,82.0,5.0,66.0,7.0,55.0,18.0,92.0,6.0,78.0,4.3,14.0,0.8,1.0,18.0,,,,,,,,,,,,,,,,,2024
233,Jacoby Brissett,NWE,QB,32,8,5,95,161,826,2,1,15,62,4.13,0,0,0,0,,0,4,1,0,,1,45,45.2,50.2,46.2,,46,,,,95.0,161.0,1038.0,6.4,389.0,4.1,2.4,437.0,4.6,1.0,7.0,1.0,13.0,8.5,29.0,19.0,118.0,77.1,2.4,55.0,16.0,28.0,62.0,33.0,9.0,7.2,12.0,66.0,11.0,69.0,1.0,-3.0,21.0,139.0,15.0,62.0,5.0,49.0,3.3,13.0,0.9,0.0,,,,,,,,,,,,,,,,,,2024
234,Jake Ferguson,DAL,TE,25,14,14,0,0,0,0,0,0,0,,0,86,59,494,8.37,0,4,2,0,,,45,104.4,109.4,74.9,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,59.0,494.0,18.0,185.0,3.1,309.0,5.2,4.1,6.0,9.8,3.0,3.5,0.0,83.2,,2024
235,Chris Olave,NOR,WR,24,8,8,0,0,0,0,0,1,7,7.00,0,44,32,400,12.50,1,1,1,1,,,45,76.7,80.7,60.7,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,1.0,7.0,7.0,0.0,0.0,0.0,,44.0,32.0,400.0,22.0,279.0,8.7,121.0,3.8,10.3,1.0,32.0,2.0,4.5,2.0,89.2,,2024
236,Isiah Pacheco,KAN,RB,25,7,6,0,0,0,0,0,83,310,3.73,1,16,12,79,6.58,0,0,0,1,,,45,56.9,59.9,50.9,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,310.0,14.0,182.0,2.2,128.0,1.5,0.0,,16.0,12.0,79.0,4.0,-40.0,-3.3,119.0,9.9,-1.4,1.0,12.0,1.0,6.3,0.0,85.2,,2024
237,Brandin Cooks,DAL,WR,31,10,9,0,0,0,0,0,3,-3,-1.00,0,54,26,259,9.96,3,0,0,3,,,44,69.6,72.6,56.6,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,-3.0,0.0,-8.0,-2.7,5.0,1.7,0.0,,54.0,26.0,259.0,19.0,204.0,7.8,55.0,2.1,11.7,0.0,,1.0,1.9,2.0,65.3,,2024
238,Audric Estime,DEN,RB,21,13,1,0,0,0,0,0,76,310,4.08,2,5,5,27,5.40,0,2,1,2,,,44,48.7,52.7,46.2,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,310.0,15.0,134.0,1.8,176.0,2.3,3.0,25.3,5.0,5.0,27.0,2.0,-10.0,-2.0,37.0,7.4,-2.0,0.0,,0.0,0.0,0.0,89.2,,2024
239,Christian Kirk,JAX,WR,28,8,7,0,0,0,0,0,0,0,,0,47,27,379,14.04,1,0,0,1,,,44,70.9,73.9,57.4,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,27.0,379.0,18.0,266.0,9.9,113.0,4.2,13.7,1.0,27.0,1.0,2.1,2.0,72.9,,2024
240,Josh Oliver,MIN,TE,27,15,12,0,0,0,0,0,0,0,,0,28,22,258,11.73,3,0,0,3,,,44,65.8,68.8,54.8,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,22.0,258.0,14.0,129.0,5.9,129.0,5.9,7.8,0.0,,2.0,7.1,0.0,140.8,,2024
241,Michael Penix,ATL,QB,24,5,3,61,105,775,3,3,7,11,1.57,1,0,0,0,,0,2,0,1,,,44,44.1,50.1,47.1,,47,,,,61.0,105.0,1057.0,10.1,504.0,8.3,4.8,271.0,4.4,1.0,2.0,0.0,7.0,6.8,23.0,22.3,69.0,67.0,2.3,32.0,4.0,8.0,16.0,14.2,4.0,3.5,2.0,6.0,2.0,6.0,0.0,0.0,17.0,120.0,7.0,11.0,1.0,8.0,1.1,3.0,0.4,0.0,,,,,,,,,,,,,,,,,,2024
242,Evan Engram,JAX,TE,30,9,9,0,0,0,0,0,0,0,,0,64,47,365,7.77,1,1,1,1,1,,43,89.5,93.5,66.0,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,47.0,365.0,17.0,215.0,4.6,150.0,3.2,5.4,0.0,,4.0,6.3,0.0,92.3,,2024
243,Dameon Pierce,HOU,RB,24,11,0,0,0,0,0,0,40,293,7.33,2,4,2,2,1.00,0,1,0,2,,,42,43.5,46.5,42.5,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,293.0,7.0,77.0,1.9,216.0,5.4,6.0,6.7,4.0,2.0,2.0,0.0,-3.0,-1.5,5.0,2.5,-1.3,1.0,2.0,0.0,0.0,0.0,56.2,,2024
244,Trey Benson,ARI,RB,21,13,1,0,0,0,0,0,63,291,4.62,1,6,6,59,9.83,0,1,0,1,,,41,47.0,50.0,44.0,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,291.0,16.0,157.0,2.5,134.0,2.1,4.0,15.8,6.0,6.0,59.0,3.0,-19.0,-3.2,78.0,13.0,-3.2,2.0,3.0,0.0,0.0,0.0,107.6,,2024
245,Rashee Rice,KAN,WR,24,4,4,0,0,0,0,0,1,1,1.00,0,29,24,288,12.00,2,0,0,2,,,41,64.9,67.9,52.9,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,29.0,24.0,288.0,15.0,102.0,4.3,186.0,7.8,5.2,4.0,6.0,1.0,3.4,1.0,116.7,,2024
246,Justin Watson,KAN,WR,28,17,7,0,0,0,0,0,0,0,,0,32,22,289,13.14,2,0,0,2,,,41,62.9,65.9,51.9,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,22.0,289.0,13.0,221.0,10.0,68.0,3.1,15.1,0.0,,2.0,6.3,0.0,117.8,,2024
247,Van Jefferson,PIT,WR,28,17,12,0,0,0,0,0,0,0,,0,40,24,276,11.50,2,0,0,2,,,40,63.6,66.6,51.6,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,24.0,276.0,12.0,198.0,8.3,78.0,3.3,11.6,0.0,,0.0,0.0,0.0,97.5,,2024
248,Kalif Raymond,DET,WR,30,12,2,0,0,0,0,0,2,0,0.00,0,22,17,215,12.65,2,0,0,3,,,40,56.5,59.5,48.0,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,-3.0,-1.5,3.0,1.5,0.0,,22.0,17.0,215.0,10.0,78.0,4.6,137.0,8.1,8.0,0.0,,0.0,0.0,0.0,137.5,AP-2,2024
249,Ja'Tavion Sanders,CAR,TE,21,16,8,0,0,0,0,0,0,0,,0,43,33,342,10.36,1,1,0,1,,,40,73.2,76.2,56.7,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,33.0,342.0,13.0,152.0,4.6,190.0,5.8,6.2,1.0,33.0,2.0,4.7,0.0,106.9,,2024
250,Tyler Boyd,TEN,WR,30,16,8,0,1,0,0,0,1,3,3.00,0,57,39,390,10.00,0,0,0,0,,,39,78.3,81.3,58.8,,100,,,,0.0,1.0,24.0,24.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,,57.0,39.0,390.0,20.0,201.0,5.2,189.0,4.8,7.4,2.0,19.5,3.0,5.3,3.0,65.7,,2024
251,Emari Demercado,ARI,RB,25,13,0,0,0,0,0,0,24,223,9.29,1,20,16,104,6.50,0,0,0,1,,,39,54.7,60.7,46.7,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,223.0,8.0,86.0,3.6,137.0,5.7,3.0,8.0,20.0,16.0,104.0,3.0,9.0,0.6,95.0,5.9,1.3,1.0,16.0,0.0,0.0,0.0,88.3,,2024
252,Troy Franklin,DEN,WR,21,16,6,0,0,0,0,0,2,8,4.00,0,53,28,263,9.39,2,0,0,2,,,39,67.1,70.1,53.1,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,0.0,6.0,3.0,2.0,1.0,0.0,,53.0,28.0,263.0,11.0,100.0,3.6,163.0,5.8,13.0,1.0,28.0,3.0,5.7,1.0,71.5,,2024
253,Theo Johnson,NYG,TE,23,12,11,0,0,0,0,0,0,0,,0,43,29,331,11.41,1,0,0,1,,,39,68.1,71.1,53.6,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,29.0,331.0,16.0,182.0,6.3,149.0,5.1,6.7,1.0,29.0,5.0,11.6,1.0,88.4,,2024
254,Kyle Juszczyk,SFO,FB,33,17,15,0,0,0,0,0,5,26,5.20,1,31,19,200,10.53,2,1,1,3,,,39,57.6,61.6,48.1,,68,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,26.0,1.0,9.0,1.8,17.0,3.4,1.0,5.0,31.0,19.0,200.0,8.0,107.0,5.6,93.0,4.9,6.0,0.0,,1.0,3.2,1.0,88.1,"PB,AP-2",2024
255,Trey Sermon,IND,RB,25,17,3,0,0,0,0,0,56,159,2.84,2,19,16,99,6.19,0,0,0,2,,,38,53.8,56.8,45.8,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,159.0,14.0,75.0,1.3,84.0,1.5,3.0,18.7,19.0,16.0,99.0,3.0,0.0,0.0,99.0,6.2,0.3,1.0,16.0,1.0,5.3,0.0,88.4,,2024
256,Brandon Aiyuk,SFO,WR,26,7,7,0,0,0,0,0,0,0,,0,47,25,374,14.96,0,0,0,0,,,37,62.4,65.4,49.9,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,25.0,374.0,19.0,267.0,10.7,107.0,4.3,11.9,2.0,12.5,4.0,8.5,2.0,61.8,,2024
257,Kendrick Bourne,NWE,WR,29,12,9,0,1,0,0,0,1,6,6.00,0,38,28,305,10.89,1,0,0,1,,,37,65.1,68.1,51.1,,104,,,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,3.0,3.0,3.0,3.0,0.0,,38.0,28.0,305.0,13.0,211.0,7.5,94.0,3.4,9.3,0.0,,4.0,10.5,0.0,105.7,,2024
258,Dyami Brown,WAS,WR,25,16,3,0,1,0,0,0,3,26,8.67,0,40,30,308,10.27,1,1,1,1,,,37,67.4,71.4,52.4,,103,,,,0.0,1.0,36.0,36.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,100.0,1.8,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,1.0,20.0,6.7,6.0,2.0,0.0,,40.0,30.0,308.0,13.0,90.0,3.0,218.0,7.3,7.1,4.0,7.5,2.0,5.0,0.0,105.0,,2024
259,Isaiah Davis,NYJ,RB,22,17,0,0,0,0,0,0,30,174,5.80,1,12,9,75,8.33,1,0,0,2,,,37,45.9,48.9,41.4,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,174.0,10.0,66.0,2.2,108.0,3.6,4.0,7.5,12.0,9.0,75.0,4.0,0.0,0.0,75.0,8.3,1.3,0.0,,1.0,8.3,0.0,118.4,,2024
260,Dawson Knox,BUF,TE,28,16,13,0,0,0,0,0,0,0,,0,33,22,311,14.14,1,0,0,1,,,37,59.1,62.1,48.1,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,22.0,311.0,12.0,217.0,9.9,94.0,4.3,8.8,0.0,,1.0,3.0,1.0,94.4,,2024
261,Dare Ogunbowale,HOU,RB,30,17,1,0,0,0,0,0,30,112,3.73,0,28,19,198,10.42,1,0,0,1,,,37,56.0,62.0,46.5,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,112.0,5.0,70.0,2.3,42.0,1.4,1.0,30.0,28.0,19.0,198.0,8.0,30.0,1.6,168.0,8.8,1.7,0.0,,2.0,7.1,0.0,100.0,,2024
262,Grant Calcaterra,PHI,TE,26,17,13,0,0,0,0,0,0,0,,0,30,24,298,12.42,1,0,0,1,,,36,59.8,62.8,47.8,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,24.0,298.0,15.0,172.0,7.2,126.0,5.3,7.3,0.0,,0.0,0.0,0.0,119.2,,2024
263,Mike Williams,2TM,WR,30,18,5,0,0,0,0,0,0,0,,0,34,21,298,14.19,1,0,0,1,,,36,56.8,59.8,46.3,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,21.0,298.0,14.0,263.0,12.5,35.0,1.7,15.2,0.0,,2.0,5.9,2.0,75.4,,2024
264,Nelson Agholor,BAL,WR,31,14,7,0,0,0,0,0,0,0,,0,29,14,231,16.50,2,0,0,2,,,35,49.1,52.1,42.1,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,14.0,231.0,10.0,146.0,10.4,85.0,6.1,13.4,1.0,14.0,4.0,13.8,0.0,98.5,,2024
265,Tyler Johnson,LAR,WR,26,15,2,0,0,0,0,0,0,0,,0,41,26,291,11.19,1,0,0,1,,,35,61.1,64.1,48.1,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,26.0,291.0,10.0,108.0,4.2,183.0,7.0,5.6,0.0,,1.0,2.4,2.0,72.3,,2024
266,Colby Parkinson,LAR,TE,25,17,9,0,0,0,0,0,0,0,,0,49,30,294,9.80,1,0,0,1,,,35,65.4,68.4,50.4,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,30.0,294.0,15.0,134.0,4.5,160.0,5.3,5.3,1.0,30.0,2.0,4.1,0.0,84.9,,2024
267,JuJu Smith-Schuster,KAN,WR,28,14,8,0,0,0,0,0,0,0,,0,26,18,231,12.83,2,0,0,2,,,35,53.1,56.1,44.1,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,18.0,231.0,11.0,76.0,4.2,155.0,8.6,5.6,4.0,4.5,2.0,7.7,1.0,106.4,,2024
268,Gabriel Davis,JAX,WR,25,10,9,0,0,0,0,0,0,0,,0,42,20,239,11.95,2,1,1,2,,,34,53.9,57.9,43.9,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,20.0,239.0,13.0,200.0,10.0,39.0,2.0,13.2,0.0,,0.0,0.0,2.0,61.5,,2024
269,Tyler Goodson,IND,RB,24,16,0,0,0,0,0,0,32,153,4.78,1,15,11,61,5.55,1,0,0,2,,,33,44.4,47.4,38.9,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,153.0,6.0,93.0,2.9,60.0,1.9,0.0,,15.0,11.0,61.0,3.0,-6.0,-0.5,67.0,6.1,1.3,2.0,5.5,2.0,13.3,0.0,102.4,,2024
270,Lil'Jordan Humphrey,DEN,WR,26,17,7,0,0,0,0,0,0,0,,0,45,31,293,9.45,1,2,1,1,,,33,64.3,68.3,48.8,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,31.0,293.0,12.0,101.0,3.3,192.0,6.2,6.5,3.0,10.3,3.0,6.7,2.0,75.5,,2024
271,Christian McCaffrey,SFO,RB,28,4,4,0,0,0,0,0,50,202,4.04,0,19,15,146,9.73,0,1,1,0,,,33,47.8,54.8,40.3,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,202.0,12.0,116.0,2.3,86.0,1.7,3.0,16.7,19.0,15.0,146.0,6.0,48.0,3.2,98.0,6.5,3.2,1.0,15.0,0.0,0.0,1.0,76.8,,2024
272,Curtis Samuel,BUF,WR,28,14,2,0,0,0,0,0,5,14,2.80,0,46,31,253,8.16,1,0,0,1,,,33,63.7,66.7,48.2,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,14.0,0.0,9.0,1.8,5.0,1.0,0.0,,46.0,31.0,253.0,9.0,93.0,3.0,160.0,5.2,4.6,1.0,31.0,1.0,2.2,1.0,79.3,,2024
273,Tommy Tremble,CAR,TE,24,12,11,0,0,0,0,0,0,0,,0,32,23,234,10.17,2,1,1,2,,,33,56.4,60.4,44.9,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,23.0,234.0,12.0,109.0,4.7,125.0,5.4,5.7,1.0,23.0,1.0,3.1,1.0,100.3,,2024
274,Josh Whyle,TEN,TE,25,17,4,0,0,0,0,0,0,0,,0,37,28,248,8.86,1,0,0,1,1,,33,60.8,63.8,46.8,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,28.0,248.0,14.0,105.0,3.8,143.0,5.1,5.6,1.0,28.0,1.0,2.7,0.0,102.1,,2024
275,Nick Vannett,TEN,TE,31,17,10,0,0,0,0,0,0,0,,0,20,17,135,7.94,3,0,0,3,,,32,48.5,51.5,40.0,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,17.0,135.0,7.0,25.0,1.5,110.0,6.5,1.1,0.0,,0.0,0.0,1.0,113.5,,2024
